0,0.001792,0.002275,0.002288,0.002172,0.002331,0.002260,0.002453,0.002636,0.002652,0.002946,0.007596,0.003181,0.004143,0.004186,0.004522,0.004604,0.004859,0.004658,0.004565,0.005044,0.004853,0.004782,0.002752,0.003114,0.003486,0.005286,0.005046,0.002824,0.002928,0.002878,0.002987,0.002763,0.002025,0.002908,0.002968,0.003149,0.003519,0.006572,0.004907,0.004954,0.004780,0.003809,0.003679,0.001902,0.001997,0.002014,0.001767,0.001876,0.002627,0.003302,0.004691,0.002592,0.002484,0.002604,0.002641,0.002624,0.003099,0.003006,0.003478,0.002433,0.002229,0.002142,0.002303,0.001926,0.002206,0.006494,0.007377,0.001863,0.001992,0.007251,0.005523,0.003638,0.003562,0.003632,0.003313,0.003098,0.002610,0.002398,0.002127,0.001896,0.001682,0.001695,0.001795,0.001707,0.001621,0.001568,0.001577,0.001752,0.001700,0.001750,0.001689,0.001970,0.001720,0.001702,0.001733,0.001658,0.002453,0.003064,0.001801,0.002067,0.004479,0.005809,0.005410,0.005125,0.005296,0.005857,0.005309,0.006525,0.002352,0.007010,0.003757,0.020532,0.002105,0.029682,2,1,0,24,540,2.500000,2,3600,600,"{'TransmitPower': 20, 'ReceiverSensitivity': -85, 'AntennaeGains': 3.0, 'Frequency': 2400, 'InterferenceMargin': 10, 'ConcreteLoss': 15}"
1,0.003155,0.003486,0.007452,0.004108,0.002480,0.004542,0.004536,0.004207,0.002880,0.003070,0.003016,0.002670,0.002927,0.002774,0.002956,0.002773,0.002223,0.001983,0.001900,0.002203,0.002402,0.005893,0.005450,0.004897,0.004615,0.004853,0.002356,0.002575,0.004443,0.004802,0.004721,0.002608,0.002822,0.003239,0.003135,0.003119,0.002363,0.003966,0.005620,0.004375,0.004653,0.011520,0.012215,0.003236,0.003048,0.003141,0.002919,0.002853,0.003003,0.002993,0.002862,0.002680,0.002615,0.001704,0.001566,0.001581,0.001609,0.001663,0.001593,0.001910,0.001627,0.001662,0.001667,0.004374,0.002622,0.004140,0.004529,0.005536,0.002718,0.003482,0.003383,0.003557,0.003785,0.003845,0.005918,0.005953,0.006046,0.006157,0.006060,0.006347,0.005896,0.006115,0.006453,0.006171,0.006142,0.006639,0.005919,0.006445,0.006562,0.006717,0.006537,0.006414,0.006672,0.006536,0.006324,0.006463,0.006573,0.006713,0.006278,0.006610,0.006588,0.006303,0.006659,0.006505,0.006618,0.006616,0.006668,0.006600,0.006479,0.006623,0.006175,0.006614,0.006535,0.006576,0.006286,0.006690,0.006637,0.006943,0.006202,0.006636,0.006881,0.006669,0.006891,0.006482,0.006481,0.007005,0.006691,0.006743,0.006579,0.006559,0.006988,0.007073,0.006804,0.006559,0.006690,0.007035,0.006797,0.006881,0.006523,0.006925,0.007017,0.006943,0.005072,0.003540,0.003308,0.029576,2,1,0,24,540,2.500000,2,3600,600,"{'TransmitPower': 20, 'ReceiverSensitivity': -85, 'AntennaeGains': 3.0, 'Frequency': 2400, 'InterferenceMargin': 10, 'ConcreteLoss': 15}"
