0,0.001768,0.002350,0.002206,0.002145,0.002264,0.002258,0.005287,0.002397,0.002537,0.006603,0.007631,0.002853,0.004153,0.004446,0.004585,0.004313,0.004592,0.004547,0.004591,0.005037,0.006900,0.004240,0.006630,0.006908,0.007042,0.007100,0.005276,0.003622,0.002395,0.007282,0.006732,0.009110,0.009107,0.008830,0.008522,0.008545,0.008405,0.008258,0.007884,0.007967,0.008063,0.007721,0.007658,0.007405,0.007871,0.007547,0.007585,0.008963,0.009436,0.009507,0.011862,0.008129,0.008020,0.008204,0.008664,0.007946,0.007953,0.007771,0.008158,0.007891,0.007664,0.007521,0.007423,0.007448,0.007527,0.007442,0.007105,0.008383,0.008850,0.008991,0.010794,0.010920,0.010849,0.012191,0.012371,0.012646,0.021143,0.020069,0.020001,0.020849,0.020735,0.024548,0.029484,2,1,0,24,540,2.500000,2,3600,600,"{'TransmitPower': 20, 'ReceiverSensitivity': -85, 'AntennaeGains': 3.0, 'Frequency': 2400, 'InterferenceMargin': 10, 'ConcreteLoss': 15}"
1,0.002965,0.003155,0.007072,0.004200,0.002429,0.004458,0.004658,0.004161,0.002979,0.002693,0.002798,0.002450,0.002144,0.001895,0.001879,0.001760,0.001743,0.001865,0.002057,0.003186,0.003472,0.004374,0.004342,0.004175,0.004582,0.006075,0.003586,0.003153,0.003284,0.003323,0.003244,0.007020,0.001822,0.001906,0.001874,0.002402,0.001956,0.001998,0.002105,0.001970,0.003011,0.003501,0.004094,0.004562,0.002290,0.002575,0.002591,0.003025,0.003014,0.002854,0.003188,0.003090,0.003130,0.002999,0.003207,0.002158,0.002070,0.002127,0.002192,0.002336,0.002655,0.001536,0.001590,0.002042,0.002154,0.001702,0.001560,0.001839,0.002053,0.004003,0.004758,0.003730,0.003615,0.003430,0.003382,0.003212,0.002592,0.002434,0.003152,0.001898,0.001699,0.001766,0.001883,0.001687,0.001724,0.001983,0.001906,0.002165,0.002257,0.002486,0.002127,0.002067,0.001909,0.001810,0.002296,0.002326,0.004077,0.001842,0.001818,0.001798,0.002069,0.001842,0.001951,0.002104,0.002179,0.002055,0.001632,0.001658,0.001584,0.001608,0.029374,2,1,0,24,540,2.500000,2,3600,600,"{'TransmitPower': 20, 'ReceiverSensitivity': -85, 'AntennaeGains': 3.0, 'Frequency': 2400, 'InterferenceMargin': 10, 'ConcreteLoss': 15}"
