0,0.001697,0.002077,0.001967,0.002021,0.002018,0.002223,0.002181,0.002223,0.002349,0.002792,0.003603,0.003929,0.004082,0.004162,0.023561,0.004484,0.004260,0.005414,0.002252,0.001978,0.002270,0.004870,0.006820,0.001786,0.001775,0.002256,0.002100,0.007814,0.005983,0.005960,0.007027,0.007343,0.007497,0.007349,0.001759,0.001766,0.001795,0.001770,0.001766,0.006863,0.006727,0.006613,0.006845,0.007195,0.007175,0.007230,0.008470,0.008554,0.006560,0.001718,0.007269,0.007088,0.007334,0.008422,0.008735,0.009047,0.009026,0.009369,0.025127,0.004772,0.004859,0.004017,0.003302,0.003102,0.003650,0.005110,0.002221,0.002142,0.002021,0.002305,0.002711,0.004814,0.004262,0.004460,0.002310,0.002415,0.002478,0.002788,0.002670,0.002723,0.002786,0.003355,0.001845,0.001887,0.001948,0.001691,0.002121,0.005956,0.006608,0.001739,0.001815,0.006976,0.004683,0.003453,0.003483,0.003224,0.003167,0.002981,0.002351,0.002213,0.003552,0.001676,0.001548,0.001514,0.001479,0.001523,0.001543,0.001732,0.001648,0.001855,0.002217,0.002080,0.001538,0.001528,0.001454,0.001523,0.001539,0.001657,0.001607,0.001842,0.001845,0.003001,0.002192,0.005033,0.005720,0.006160,0.003193,0.002566,0.001876,0.002365,0.002095,0.002303,0.002040,0.002159,0.018169,0.001806,0.008446,0.009725,0.020325,0.007648,0.008896,0.019949,0.016981,0.016907,0.016374,0.016339,0.016362,0.016834,0.016880,0.019073,0.027921,0.018545,0.027952,0.017948,0.038076,0.002505,0.003134,0.003184,0.005443,0.003732,0.003823,0.005730,0.005712,0.005460,0.005736,0.005816,0.005897,0.005718,0.005892,0.006343,0.006213,0.006042,0.005562,0.005923,0.006183,0.005837,0.006212,0.006321,0.006232,0.006160,0.006339,0.006215,0.005991,0.006354,0.006377,0.006614,0.006018,0.006212,0.006466,0.006157,0.006623,0.006097,0.006437,0.006539,0.006098,0.006840,0.013930,0.006557,0.006023,0.006468,0.006664,0.006624,0.010802,0.006233,0.006479,0.006912,0.006443,0.006593,0.006852,0.006638,0.006307,0.006638,0.006904,0.006817,0.006627,0.006609,0.007095,0.006865,0.006890,0.006655,0.007036,0.007257,0.007002,0.006498,0.006890,0.006875,0.006747,0.007140,0.006869,0.007255,0.007362,0.012275,0.007249,0.007554,0.007325,0.008931,0.014487,0.007586,0.007907,0.006581,0.004148,0.003983,0.003168,0.002259,0.003057,0.003116,0.003611,0.002216,0.002487,0.003909,0.004403,0.003488,0.001876,0.002578,0.005450,0.030516,0.030812,0.030347,0.031389,0.031560,0.030551,0.030974,0.030755,0.031530,0.030784,0.031368,0.030526,0.030328,0.031450,0.030408,0.030568,0.005413,0.031010,0.030092,0.001774,0.001698,0.001862,0.003215,0.003269,0.030972,0.031681,0.031171,0.031623,0.032274,0.031476,0.030039,0.029003,3,1,0,24,2400,2.500000,2,3600,600,"{'TransmitPower': 33, 'ReceiverSensitivity': -95, 'AntennaeGains': 3.5, 'Frequency': 5800, 'InterferenceMargin': 12, 'ConcreteLoss': 12}"
1,0.002887,0.003029,0.003610,0.002303,0.003994,0.003348,0.008268,0.008179,0.007746,0.002579,0.002514,0.002680,0.002011,0.001743,0.001650,0.001560,0.001473,0.001594,0.001708,0.001823,0.002958,0.003229,0.003971,0.004226,0.004257,0.004200,0.004371,0.004609,0.004681,0.004503,0.004733,0.004956,0.004255,0.004615,0.004055,0.003252,0.003445,0.003554,0.003586,0.003622,0.009329,0.006524,0.003315,0.009792,0.009390,0.009237,0.009125,0.009800,0.024333,0.006723,0.004855,0.004235,0.004966,0.001705,0.001692,0.003270,0.003797,0.003968,0.004059,0.002321,0.002662,0.003602,0.002616,0.002615,0.002791,0.002925,0.002953,0.001871,0.003739,0.006272,0.003731,0.010077,0.010675,0.002748,0.002713,0.002822,0.002725,0.002685,0.002604,0.002594,0.002458,0.002431,0.002408,0.001388,0.001339,0.001451,0.001538,0.001404,0.001466,0.001454,0.001417,0.001546,0.001495,0.001539,0.001431,0.001646,0.001744,0.003988,0.001585,0.001817,0.004057,0.005485,0.004817,0.005203,0.005414,0.005168,0.012097,0.003455,0.002603,0.002015,0.002290,0.002128,0.002290,0.002084,0.002043,0.016278,0.012715,0.016762,0.016691,0.016561,0.016989,0.016659,0.017095,0.017544,0.018584,0.019017,0.019019,0.039376,0.017884,0.017747,0.018218,0.026918,0.018120,0.018394,0.017585,0.018138,0.017997,0.018495,0.018407,0.018374,0.043610,0.005579,0.006272,0.006235,0.006259,0.009408,0.009599,0.009572,0.017673,0.011279,0.011444,0.011070,0.011031,0.011282,0.008441,0.020670,0.011852,0.010747,0.011499,0.008929,0.011694,0.011772,0.007262,0.008813,0.007184,0.006104,0.005932,0.005492,0.005724,0.005456,0.005356,0.005671,0.005487,0.004982,0.005707,0.005498,0.005992,0.005480,0.005213,0.005443,0.005554,0.005795,0.005540,0.004934,0.005639,0.005442,0.005718,0.005896,0.005626,0.004835,0.005563,0.005439,0.005852,0.005723,0.005850,0.005919,0.005498,0.005347,0.005937,0.005993,0.005717,0.005876,0.005536,0.005368,0.005509,0.005754,0.005862,0.005766,0.005786,0.005315,0.005276,0.005524,0.006151,0.005925,0.005610,0.005716,0.005234,0.004991,0.005478,0.006118,0.005931,0.005512,0.005601,0.004986,0.004965,0.005212,0.005576,0.005541,0.005479,0.005538,0.005204,0.004789,0.005261,0.005491,0.005332,0.005021,0.005293,0.005004,0.004891,0.005008,0.005441,0.005228,0.004937,0.005382,0.005380,0.005114,0.004778,0.005130,0.005292,0.005320,0.005615,0.005195,0.005476,0.004948,0.004848,0.005254,0.005217,0.005330,0.005862,0.005349,0.005696,0.005708,0.005747,0.006211,0.005885,0.005892,0.005700,0.005925,0.006106,0.005891,0.006497,0.005677,0.006296,0.006004,0.006366,0.006182,0.006875,0.006336,0.006628,0.006124,0.006698,0.006759,0.007089,0.007125,0.007295,0.007404,0.007811,0.008789,0.008173,0.007957,0.008520,0.008624,0.008775,0.009305,0.009370,0.008177,0.008476,0.008033,0.054995,0.008608,0.009597,0.008611,0.008847,0.008248,0.008358,0.008140,0.008235,0.002274,0.003123,0.010238,0.003339,0.003650,0.004075,0.030437,0.029858,0.003481,0.003437,0.003403,0.030484,0.033499,0.031555,0.032681,0.032399,0.028954,3,1,0,24,2400,2.500000,2,3600,600,"{'TransmitPower': 33, 'ReceiverSensitivity': -95, 'AntennaeGains': 3.5, 'Frequency': 5800, 'InterferenceMargin': 12, 'ConcreteLoss': 12}"
